interactor	score
SCGB1A1	0.359
IL17RC	0.364
IL17RC	0.364
CD33L2	0.371
CD33L2	0.371
OBBP2	0.371
OBBP2	0.371
CXCL3	0.374
CXCL3	0.374
MUC5B	0.375
MUC5B	0.375
ITGA2	0.375
ITGA2	0.375
PDE4A	0.376
PDE4A	0.376
CD1A	0.382
CD1A	0.382
IFNA2	0.382
IFNA2	0.382
TTC4	0.384
TTC4	0.384
CISH	0.384
CISH	0.384
SERPINB9	0.386
SERPINB9	0.386
TYK2	0.388
TYK2	0.388
CLEC11A	0.388
CLEC11A	0.388
NOTCH1	0.392
NOTCH1	0.392
HPRT1	0.396
HPRT1	0.396
ELANE	0.396
ELANE	0.396
EMR1	0.398
EMR1	0.398
SOCS1	0.398
SOCS1	0.398
CX3CR1	0.398
CX3CR1	0.398
CD209	0.398
CD209	0.398
TCHH	0.398
TCHH	0.398
SYK	0.399
SYK	0.399
AHR	0.4
AHR	0.4
ID2	0.4
ID2	0.4
RNASE6	0.4
RNASE6	0.4
JUN	0.401
JUN	0.401
ITGA4	0.402
ITGA4	0.402
XCL1	0.404
XCL1	0.404
ITPKB	0.405
ITPKB	0.405
SERPINB6	0.407
SERPINB6	0.407
CD1E	0.408
CD1E	0.408
LCK	0.408
LCK	0.408
SOCS3	0.41
SOCS3	0.41
ICOS	0.412
ICOS	0.412
ENSG00000255819	0.412
ENSG00000255819	0.412
IL17C	0.412
IL17C	0.412
IL17B	0.414
IL17B	0.414
IL1RAP	0.414
IL1RAP	0.414
CD3E	0.415
CD3E	0.415
IL18R1	0.416
IL18R1	0.416
CCR9	0.416
CCR9	0.416
PTGS2	0.417
PTGS2	0.417
MAVS	0.417
MAVS	0.417
KLRK1	0.418
KLRK1	0.418
CLEC7A	0.418
CLEC7A	0.418
CD1B	0.418
CD1B	0.418
TXLNA	0.42
TXLNA	0.42
ANXA5	0.42
ANXA5	0.42
PDCL	0.42
PDCL	0.42
EOMES	0.42
EOMES	0.42
MRC1	0.42
MRC1	0.42
LIF	0.42
LIF	0.42
NOD2	0.42
NOD2	0.42
NOS2	0.421
NOS2	0.421
CCL21	0.422
CCL21	0.422
ALOX5	0.422
ALOX5	0.422
IL19	0.422
IL19	0.422
ELAVL1	0.422
ELAVL1	0.422
SERPINB3	0.422
SERPINB3	0.422
SELP	0.424
SELP	0.424
RAG1	0.426
RAG1	0.426
PDCD1LG2	0.426
PDCD1LG2	0.426
LZTFL1	0.426
LZTFL1	0.426
CCL18	0.426
CCL18	0.426
NFATC2	0.429
NFATC2	0.429
TNFRSF18	0.429
TNFRSF18	0.429
MAPK8	0.43
MAPK8	0.43
RAG2	0.43
RAG2	0.43
CCL19	0.43
CCL19	0.43
FAS	0.437
FAS	0.437
HSPA1A	0.437
HSPA1A	0.437
GATA1	0.44
GATA1	0.44
MAPK3	0.44
MAPK3	0.44
CD68	0.44
CD68	0.44
NLRP3	0.441
NLRP3	0.441
IFNB1	0.441
IFNB1	0.441
RETNLB	0.441
RETNLB	0.441
KLRG1	0.442
KLRG1	0.442
FLT3	0.443
FLT3	0.443
FN1	0.443
FN1	0.443
MBP	0.444
MBP	0.444
CXCR4	0.444
CXCR4	0.444
THY1	0.445
THY1	0.445
CD2	0.445
CD2	0.445
CXCR2	0.45
CXCR2	0.45
CASP1	0.453
CASP1	0.453
LEP	0.455
LEP	0.455
IDO1	0.457
IDO1	0.457
SERPINB1	0.457
SERPINB1	0.457
FCER1A	0.458
FCER1A	0.458
CD1C	0.463
CD1C	0.463
FLT3LG	0.471
FLT3LG	0.471
CCR1	0.471
CCR1	0.471
CCR8	0.471
CCR8	0.471
TNFRSF8	0.471
TNFRSF8	0.471
CD83	0.473
CD83	0.473
INS	0.473
INS	0.473
TNFRSF1B	0.473
TNFRSF1B	0.473
EPO	0.473
EPO	0.473
FASLG	0.474
FASLG	0.474
NCAM1	0.474
NCAM1	0.474
IL1RN	0.474
IL1RN	0.474
CD276	0.474
CD276	0.474
CD274	0.474
CD274	0.474
CMA1	0.475
CMA1	0.475
ACKR2	0.475
ACKR2	0.475
SELE	0.475
SELE	0.475
CXCL12	0.476
CXCL12	0.476
PARP1	0.477
PARP1	0.477
NCR1	0.477
NCR1	0.477
ARG1	0.478
ARG1	0.478
FLG	0.478
FLG	0.478
CLCA1	0.478
CLCA1	0.478
CXCR5	0.479
CXCR5	0.479
CCR2	0.482
CCR2	0.482
CD27	0.482
CD27	0.482
ICOSL	0.484
ICOSL	0.484
B7RP1	0.485
B7RP1	0.485
PRG2	0.489
PRG2	0.489
ALOX5AP	0.494
ALOX5AP	0.494
AREG	0.494
AREG	0.494
CD5	0.496
CD5	0.496
MOG	0.497
MOG	0.497
MAF	0.499
MAF	0.499
FAM110A	0.503
FAM110A	0.503
CD300LF	0.503
CD300LF	0.503
IRF4	0.511
IRF4	0.511
CXCL13	0.511
CXCL13	0.511
PMCH	0.511
PMCH	0.511
MMP9	0.511
MMP9	0.511
ID3	0.513
ID3	0.513
POSTN	0.515
POSTN	0.515
FCGR2A	0.516
FCGR2A	0.516
CXCL5	0.518
CXCL5	0.518
CXCL11	0.519
CXCL11	0.519
IL17RA	0.519
IL17RA	0.519
TNFSF13B	0.519
TNFSF13B	0.519
FCGR2B	0.522
FCGR2B	0.522
IRF1	0.527
IRF1	0.527
CD34	0.527
CD34	0.527
CD44	0.53
CD44	0.53
IL1R1	0.53
IL1R1	0.53
FGF2	0.53
FGF2	0.53
ITGAE	0.53
ITGAE	0.53
EGF	0.53
EGF	0.53
KIT	0.53
KIT	0.53
CYSLTR1	0.537
CYSLTR1	0.537
TNFRSF4	0.539
TNFRSF4	0.539
ENSG00000173366	0.543
ENSG00000173366	0.543
MYD88	0.547
MYD88	0.547
CCR5	0.548
CCR5	0.548
CCL20	0.549
CCL20	0.549
CCRL2	0.55
CCRL2	0.55
CRP	0.556
CRP	0.556
STAT1	0.556
STAT1	0.556
CCR7	0.557
CCR7	0.557
RORC	0.558
RORC	0.558
STAT4	0.559
STAT4	0.559
MS4A2	0.559
MS4A2	0.559
IL11	0.559
IL11	0.559
TLR8	0.559
TLR8	0.559
FIP1L1	0.559
FIP1L1	0.559
MYC	0.559
MYC	0.559
PRF1	0.56
PRF1	0.56
CCL8	0.562
CCL8	0.562
STAT3	0.564
STAT3	0.564
CD1D	0.564
CD1D	0.564
TLR5	0.567
TLR5	0.567
TLR10	0.567
TLR10	0.567
CMKBR6	0.567
CMKBR6	0.567
GPR29	0.567
GPR29	0.567
TLR6	0.57
TLR6	0.57
PRG3	0.571
PRG3	0.571
TLR1	0.571
TLR1	0.571
CXCL2	0.573
CXCL2	0.573
FOS	0.577
FOS	0.577
MUC5AC	0.583
MUC5AC	0.583
VCAM1	0.583
VCAM1	0.583
TLR7	0.587
TLR7	0.587
CXCR3	0.587
CXCR3	0.587
TLR3	0.588
TLR3	0.588
DDX41	0.591
DDX41	0.591
TNFSF4	0.592
TNFSF4	0.592
DDX58	0.593
DDX58	0.593
LGALS3	0.593
LGALS3	0.593
IL25	0.594
IL25	0.594
SELL	0.595
SELL	0.595
IL17RB	0.595
IL17RB	0.595
PTPRC	0.596
PTPRC	0.596
BCL6	0.597
BCL6	0.597
ALB	0.602
ALB	0.602
CSF1	0.602
CSF1	0.602
GHR	0.608
GHR	0.608
CNTFR	0.613
CNTFR	0.613
PRDM1	0.616
PRDM1	0.616
SOX4	0.625
SOX4	0.625
SERPINB7	0.626
SERPINB7	0.626
SERPINB8	0.626
SERPINB8	0.626
IL20RB	0.627
IL20RB	0.627
IL31	0.63
IL31	0.63
PRLR	0.632
PRLR	0.632
IL22RA2	0.634
IL22RA2	0.634
HAND2	0.636
HAND2	0.636
TLR9	0.64
TLR9	0.64
AKT1	0.641
AKT1	0.641
SERPINB5	0.641
SERPINB5	0.641
MPL	0.644
MPL	0.644
IL20RA	0.644
IL20RA	0.644
OSMR	0.645
OSMR	0.645
CD19	0.647
CD19	0.647
CCL27	0.653
CCL27	0.653
IL16	0.656
IL16	0.656
NGF	0.657
NGF	0.657
IL1A	0.659
IL1A	0.659
IL11RA	0.661
IL11RA	0.661
TLR2	0.668
TLR2	0.668
PTGDR2	0.669
PTGDR2	0.669
TLR4	0.669
TLR4	0.669
CCL26	0.669
CCL26	0.669
RNASE2	0.669
RNASE2	0.669
CD40LG	0.67
CD40LG	0.67
IL22	0.67
IL22	0.67
CCL4L1	0.67
CCL4L1	0.67
LEPR	0.67
LEPR	0.67
VEGFA	0.67
VEGFA	0.67
IL1RL1	0.672
IL1RL1	0.672
CD40	0.672
CD40	0.672
CCL7	0.672
CCL7	0.672
IFNGR2	0.672
IFNGR2	0.672
CD80	0.673
CD80	0.673
CCL24	0.673
CCL24	0.673
CD86	0.673
CD86	0.673
ITGAM	0.674
ITGAM	0.674
ITGAX	0.675
ITGAX	0.675
LIFR	0.675
LIFR	0.675
IL17F	0.678
IL17F	0.678
SERPINB2	0.68
SERPINB2	0.68
CSF3R	0.681
CSF3R	0.681
IFNLR1	0.682
IFNLR1	0.682
LTA	0.683
LTA	0.683
PDGFRB	0.684
PDGFRB	0.684
IL27RA	0.687
IL27RA	0.687
IL6ST	0.688
IL6ST	0.688
IL21	0.699
IL21	0.699
NELFCD	0.7
NELFCD	0.7
CXCL1	0.701
CXCL1	0.701
IFNAR1	0.702
IFNAR1	0.702
EGFR	0.702
EGFR	0.702
CCR3	0.702
CCR3	0.702
CXCL9	0.702
CXCL9	0.702
IFNAR2	0.702
IFNAR2	0.702
IFNA1	0.705
IFNA1	0.705
IL13RA2	0.706
IL13RA2	0.706
CD28	0.71
CD28	0.71
IL22RA1	0.712
IL22RA1	0.712
STAT6	0.713
STAT6	0.713
IL21R	0.714
IL21R	0.714
IFNGR1	0.714
IFNGR1	0.714
IL10RB	0.72
IL10RB	0.72
SIGLEC8	0.723
SIGLEC8	0.723
CCL4	0.723
CCL4	0.723
IL13RA1	0.723
IL13RA1	0.723
IL18	0.725
IL18	0.725
CCL3	0.727
CCL3	0.727
CTLA4	0.731
CTLA4	0.731
IL12RB2	0.731
IL12RB2	0.731
IL1B	0.732
IL1B	0.732
RNASE3	0.735
RNASE3	0.735
PDGFRA	0.743
PDGFRA	0.743
IL9R	0.759
IL9R	0.759
FOXP3	0.761
FOXP3	0.761
IL6R	0.766
IL6R	0.766
ICAM1	0.778
ICAM1	0.778
IL12RB1	0.782
IL12RB1	0.782
CXCL10	0.787
CXCL10	0.787
IL23R	0.795
IL23R	0.795
TSLP	0.8
TSLP	0.8
IL15	0.805
IL15	0.805
CRLF2	0.819
CRLF2	0.819
IL7R	0.82
IL7R	0.82
CCL5	0.826
CCL5	0.826
IL33	0.832
IL33	0.832
IL7	0.835
IL7	0.835
CXCL8	0.838
CXCL8	0.838
IL4R	0.853
IL4R	0.853
TNF	0.874
TNF	0.874
IL6	0.893
IL6	0.893
IL17A	0.899
IL17A	0.899
SOS1	0.9
SOS1	0.9
PIK3CB	0.9
PIK3CB	0.9
PRKACA	0.9
PRKACA	0.9
PIK3R3	0.9
PIK3R3	0.9
GAB2	0.901
GAB2	0.901
INPPL1	0.904
INPPL1	0.904
PIK3CD	0.905
PIK3CD	0.905
YWHAZ	0.906
YWHAZ	0.906
NRAS	0.907
NRAS	0.907
INPP5D	0.911
INPP5D	0.911
CCL11	0.912
CCL11	0.912
SHC1	0.915
SHC1	0.915
PIK3CA	0.915
PIK3CA	0.915
GRB2	0.915
GRB2	0.915
PTPN6	0.917
PTPN6	0.917
PIK3R1	0.917
PIK3R1	0.917
KRAS	0.919
KRAS	0.919
HRAS	0.921
HRAS	0.921
IL10	0.922
IL10	0.922
PTPN11	0.923
PTPN11	0.923
IL2RG	0.929
IL2RG	0.929
IL13	0.932
IL13	0.932
LYN	0.934
LYN	0.934
IL9	0.935
IL9	0.935
JAK3	0.941
JAK3	0.941
IL3RA	0.944
IL3RA	0.944
JAK1	0.944
JAK1	0.944
SDCBP	0.944
SDCBP	0.944
CSF2RA	0.945
CSF2RA	0.945
JAK2	0.95
JAK2	0.95
IL2RA	0.965
IL2RA	0.965
CSF2RB	0.968
CSF2RB	0.968
STAT5A	0.972
STAT5A	0.972
STAT5B	0.972
STAT5B	0.972
IL3	0.987
IL3	0.987
GATA3	0.988
GATA3	0.988
CSF2	0.989
CSF2	0.989
IL5RA	0.997
IL5RA	0.997
CX3CL1	0.56
CX3CL1	0.56
CD4	0.411
CD4	0.411
ICAM3	0.294
ICAM3	0.294
TNFRSF1A	0.45
TNFRSF1A	0.45
TBX21	0.741
TBX21	0.741
LAG3	0.355
LAG3	0.355
THPO	0.426
THPO	0.426
MADCAM1	0.309
MADCAM1	0.309
MIF	0.4
MIF	0.4
OSM	0.398
OSM	0.398
MAPK1	0.632
MAPK1	0.632
IL2RB	0.939
IL2RB	0.939
GZMB	0.557
GZMB	0.557
TIMP1	0.442
TIMP1	0.442
ATP12A	0.345
ATP12A	0.345
MMP2	0.294
MMP2	0.294
CCL22	0.668
CCL22	0.668
CCL17	0.704
CCL17	0.704
DECR1	0.309
DECR1	0.309
RETN	0.388
RETN	0.388
TGFB1	0.441
TGFB1	0.441
EPOR	0.728
EPOR	0.728
PIK3R2	0.9
PIK3R2	0.9
HGF	0.374
HGF	0.374
NOD1	0.311
NOD1	0.311
SERPINE1	0.297
SERPINE1	0.297
TNFSF8	0.347
TNFSF8	0.347
MPO	0.532
MPO	0.532
EPX	0.726
EPX	0.726
CSF3	0.821
CSF3	0.821
CCL2	0.801
CCL2	0.801
CCL1	0.511
CCL1	0.511
CCL13	0.497
CCL13	0.497
CD38	0.42
CD38	0.42
IL2	0.995
IL2	0.995
SPI1	0.426
SPI1	0.426
IL10RA	0.779
IL10RA	0.779
KITLG	0.566
KITLG	0.566
CD69	0.652
CD69	0.652
IL23A	0.473
IL23A	0.473
IL26	0.473
IL26	0.473
IFNG	0.904
IFNG	0.904
GAPDH	0.53
GAPDH	0.53
AICDA	0.328
AICDA	0.328
KLRB1	0.448
KLRB1	0.448
MAPK14	0.341
MAPK14	0.341
IL12B	0.479
IL12B	0.479
IL4	0.957
IL4	0.957
